OJHF01000036.1,Virus,48288,+,43.65,DUF2800 Terminase_3 DUF3310 Lar_restr_allev AAA_25 PriCT_2 Prim-Pol DUF4224 Phage_integrase Peptidase_M15_4 HTH_3 DUF2815 DNA_pol_A RNase_H_2 SNF2_N DNA_methylase
OJHF01000043.1,Virus,42365,+,23.48,SNF2_N CHAP DNA_pol_A Head-tail_con DUF2800 QueC QueC Asn_synthase DUF2815 DNA_methylase
OJHF01000048.1,Virus,40636,+,79.38,HTH_39 Phage_endo_I Amidase_2 RNA_pol RPOL_N Toprim_2 DnaB_C DNA_pol_A HTH_27 5_3_exonuc_N P22_CoatProtein Tube Head-tail_con PRA-PH Phage_T7_Capsid Phage_integrase Ribonuc_red_lgC Ribonuc_red_sm FA_desaturase FA_desaturase Phage_T7_tail GP38 Thy1 Dam
OJHF01007454.1,Uncertain - viral or bacterial,1823,+,--
OJHF01009027.1,Uncertain - plasmid or chromosomal,1608,+,0.81,DUF1330 Rieske
OJHF01009392.1,Uncertain - viral or bacterial,1567,+,--
OJHF01010903.1,Uncertain - viral or bacterial,1408,+,--
OJHF01010908.1,Uncertain - viral or bacterial,1408,+,--
OJHF01011170.1,Uncertain - viral or bacterial,1384,+,--
OJHF01011706.1,Uncertain - viral or bacterial,1342,+,--
OJHF01013191.1,Uncertain - viral or bacterial,1236,+,--
OJHF01014304.1,Uncertain - viral or bacterial,1172,+,--
OJHF01015153.1,Uncertain - viral or bacterial,1129,+,--
OJHF01015514.1,Uncertain - viral or bacterial,1111,+,--
OJHF01015832.1,Uncertain - viral or bacterial,1096,+,--
OJHF01016300.1,Uncertain - viral or bacterial,1075,+,--
OJHF01017058.1,Uncertain - viral or bacterial,1042,+,--
OJHF01017696.1,Uncertain - viral or bacterial,1017,+,--
OJHF01018496.1,Uncertain - viral or bacterial,985,+,--
OJHF01018578.1,Uncertain - viral or bacterial,982,+,--
OJHF01018890.1,Uncertain - viral or bacterial,973,+,--
OJHF01019083.1,Uncertain - viral or bacterial,965,+,--
OJHF01019117.1,Uncertain - viral or bacterial,964,+,--
OJHF01019860.1,Uncertain - viral or bacterial,940,+,--
OJHF01019861.1,Uncertain - viral or bacterial,940,+,--
OJHF01019994.1,Uncertain - plasmid or chromosomal,936,+,0.68,adh_short_C2 adh_short_C2
OJHF01020492.1,Uncertain - viral or bacterial,920,+,--
OJHF01020723.1,Uncertain - viral or bacterial,913,+,--
OJHF01020743.1,Uncertain - viral or bacterial,913,+,--
OJHF01020822.1,Uncertain - viral or bacterial,910,+,--
OJHF01021078.1,Uncertain - viral or bacterial,903,+,--
OJHF01021796.1,Uncertain - viral or bacterial,883,+,--
OJHF01022153.1,Uncertain - viral or bacterial,874,+,--
OJHF01022245.1,Uncertain - plasmid or chromosomal,872,+,-0.88,TonB_C
OJHF01022504.1,Uncertain - viral or bacterial,865,+,--
OJHF01023865.1,Uncertain - plasmid or chromosomal,831,+,-1.30,ATP-grasp_5 ATP-grasp_5
OJHF01024605.1,Uncertain - viral or bacterial,814,+,--
OJHF01024751.1,Uncertain - viral or bacterial,811,+,--
OJHF01024752.1,Uncertain - viral or bacterial,811,+,--
OJHF01024923.1,Uncertain - viral or bacterial,808,+,--
OJHF01025422.1,Uncertain - viral or bacterial,797,+,--
OJHF01027878.1,Uncertain - viral or bacterial,748,+,--
OJHF01028067.1,Uncertain - viral or bacterial,745,+,--
OJHF01028216.1,Uncertain - viral or bacterial,742,+,--
OJHF01028721.1,Uncertain - viral or bacterial,733,+,--
OJHF01028893.1,Uncertain - viral or bacterial,730,+,--
OJHF01030374.1,Uncertain - viral or bacterial,706,+,--
OJHF01030851.1,Uncertain - viral or bacterial,700,+,--
OJHF01031677.1,Uncertain - viral or bacterial,687,+,--
OJHF01031814.1,Uncertain - viral or bacterial,685,+,--
OJHF01032261.1,Uncertain - viral or bacterial,678,+,--
OJHF01033599.1,Uncertain - viral or bacterial,661,+,--
OJHF01033605.1,Uncertain - viral or bacterial,661,+,--
OJHF01034024.1,Uncertain - viral or bacterial,655,+,--
OJHF01034235.1,Uncertain - viral or bacterial,652,+,--
OJHF01035461.1,Uncertain - viral or bacterial,637,+,--
OJHF01035796.1,Uncertain - viral or bacterial,634,+,--
OJHF01035974.1,Uncertain - viral or bacterial,631,+,--
OJHF01036675.1,Uncertain - plasmid or chromosomal,623,+,-2.67,Dus
OJHF01037462.1,Uncertain - viral or bacterial,614,+,--
OJHF01038127.1,Uncertain - viral or bacterial,607,+,--
OJHF01038695.1,Uncertain - viral or bacterial,601,+,--
OJHF01038730.1,Uncertain - viral or bacterial,601,+,--
OJHF01039208.1,Uncertain - viral or bacterial,596,+,--
OJHF01039329.1,Uncertain - viral or bacterial,594,+,--
OJHF01039531.1,Uncertain - viral or bacterial,592,+,--
OJHF01039915.1,Uncertain - viral or bacterial,588,+,--
OJHF01040798.1,Uncertain - viral or bacterial,579,+,--
OJHF01041604.1,Uncertain - viral or bacterial,571,+,--
OJHF01041982.1,Uncertain - viral or bacterial,568,+,--
OJHF01042304.1,Uncertain - viral or bacterial,565,+,--
OJHF01042317.1,Uncertain - viral or bacterial,565,+,--
OJHF01043499.1,Uncertain - viral or bacterial,553,+,--
OJHF01043842.1,Uncertain - viral or bacterial,547,+,--
OJHF01043852.1,Uncertain - viral or bacterial,547,+,--
OJHF01044194.1,Uncertain - viral or bacterial,541,+,--
