OJBS01000067.1,Virus,62269,+,40.97,DNA_pol_A DNA_pol_A_exo1 Cpn10 Glycos_transf_2 Sigma70_r4 SNF2_N Helicase_C Hydrolase_2 DUF1353 Sulfotransfer_3 RCC1 RCC1 RCC1 RCC1 RCC1_2 AAA Mu-like_gpT DUF3310 DUF2201_N DUF2201 PDDEXK_1 PDDEXK_1 SNase Glyco_transf_25 RCC1 RCC1 RCC1 RCC1_2 DUF927 Gly_transf_sug Terminase_6C RCC1 RCC1
OJBS01000074.1,Virus,54939,+,49.19,Laminin_G_3 DUF2612 YdaS_antitoxin AAA_24 DUF669 DUF2184 DUF4054 DUF2213 AAA_25 PriCT_2 HTH_31 SLT Phage_Mu_F HTH_31 DUF1073 MazG DUF3277 Baseplate_J
OJBS01000460.1,Plasmid,9259,+,10.24,DDE_Tnp_1 Rep_3 CbiA PemK_toxin
OJBS01001491.1,Plasmid,3092,+,7.31,KfrA_N Mob_Pre
OJBS01001560.1,Uncertain - viral or bacterial,2972,+,-1.77,Rep_3 Methyltransf_21
OJBS01001783.1,Plasmid,2675,+,4.94,Mob_Pre GntR GntR
OJBS01002286.1,Uncertain - viral or bacterial,2251,+,0.61,RepL
OJBS01002858.1,Plasmid,1979,+,6.61,Y2_Tnp Zn_Tnp_IS91
OJBS01003052.1,Uncertain - viral or bacterial,1900,+,2.62,Phage_CRI Phage_X
OJBS01003218.1,Uncertain - viral or bacterial,1843,+,-0.69,HTH_7 RepL
OJBS01004357.1,Uncertain - viral or bacterial,1573,+,--
OJBS01004741.1,Uncertain - viral or bacterial,1507,+,--
OJBS01005315.1,Uncertain - viral or bacterial,1418,+,--
OJBS01007005.1,Uncertain - plasmid or chromosomal,1227,+,3.00,DDE_Tnp_IS66
OJBS01010440.1,Uncertain - viral or bacterial,991,+,--
OJBS01010502.1,Uncertain - viral or bacterial,988,+,--
OJBS01011139.1,Uncertain - viral or bacterial,961,+,--
OJBS01011434.1,Uncertain - plasmid or chromosomal,948,+,1.35,Peptidase_S74 YadA_head YadA_head
OJBS01012822.1,Uncertain - viral or bacterial,892,+,--
OJBS01015589.1,Uncertain - viral or bacterial,802,+,--
OJBS01016600.1,Uncertain - viral or bacterial,775,+,--
OJBS01016845.1,Uncertain - viral or bacterial,769,+,--
OJBS01017182.1,Uncertain - viral or bacterial,760,+,--
OJBS01017792.1,Uncertain - viral or bacterial,745,+,--
OJBS01017837.1,Uncertain - viral or bacterial,744,+,2.23,PDDEXK_3
OJBS01019118.1,Uncertain - viral or bacterial,715,+,--
OJBS01019389.1,Uncertain - viral or bacterial,709,+,--
OJBS01021489.1,Uncertain - viral or bacterial,667,+,--
OJBS01021996.1,Uncertain - viral or bacterial,658,+,--
OJBS01022514.1,Uncertain - viral or bacterial,649,+,--
OJBS01022896.1,Uncertain - viral or bacterial,643,+,--
OJBS01026007.1,Uncertain - viral or bacterial,595,+,--
OJBS01027946.1,Uncertain - viral or bacterial,568,+,--
OJBS01028163.1,Uncertain - viral or bacterial,565,+,--
OJBS01028393.1,Uncertain - viral or bacterial,562,+,--
OJBS01029582.1,Uncertain - viral or bacterial,544,+,--
OJBS01030240.1,Uncertain - viral or bacterial,532,+,--
OJBS01030241.1,Uncertain - viral or bacterial,532,+,--
OJBS01030360.1,Uncertain - too short,530,-,--
OJBS01030918.1,Uncertain - viral or bacterial,522,+,1.55,GIY-YIG
OJBS01031653.1,Uncertain - viral or bacterial,511,+,--
