OJCC01000061.1,Uncertain - viral or bacterial,16531,+,1.05,PTS_2-RNA
OJCC01000151.1,Uncertain - viral or bacterial,8267,+,--
OJCC01000212.1,Uncertain - viral or bacterial,6576,+,--
OJCC01001007.1,Uncertain - viral or bacterial,2460,+,--
OJCC01001156.1,Uncertain - viral or bacterial,2300,+,--
OJCC01001178.1,Uncertain - viral or bacterial,2279,+,--
OJCC01001287.1,Uncertain - viral or bacterial,2186,+,--
OJCC01001897.1,Uncertain - viral or bacterial,1809,+,--
OJCC01001935.1,Uncertain - viral or bacterial,1795,+,--
OJCC01002236.1,Uncertain - viral or bacterial,1680,+,--
OJCC01003807.1,Uncertain - viral or bacterial,1334,+,--
OJCC01004149.1,Uncertain - viral or bacterial,1282,+,--
OJCC01004215.1,Uncertain - viral or bacterial,1273,+,--
OJCC01004217.1,Uncertain - viral or bacterial,1273,+,--
OJCC01004223.1,Uncertain - viral or bacterial,1272,+,--
OJCC01004807.1,Uncertain - viral or bacterial,1197,+,--
OJCC01004834.1,Uncertain - viral or bacterial,1194,+,--
OJCC01004934.1,Uncertain - viral or bacterial,1183,+,--
OJCC01004953.1,Uncertain - viral or bacterial,1181,+,--
OJCC01005066.1,Uncertain - viral or bacterial,1168,+,--
OJCC01005668.1,Uncertain - viral or bacterial,1111,+,--
OJCC01006360.1,Uncertain - viral or bacterial,1054,+,--
OJCC01006464.1,Uncertain - viral or bacterial,1048,+,--
OJCC01006504.1,Uncertain - viral or bacterial,1043,+,--
OJCC01006765.1,Uncertain - viral or bacterial,1025,+,--
OJCC01007677.1,Uncertain - viral or bacterial,970,+,--
OJCC01007782.1,Uncertain - viral or bacterial,965,+,--
OJCC01007977.1,Uncertain - viral or bacterial,955,+,--
OJCC01008258.1,Uncertain - viral or bacterial,940,+,--
OJCC01008374.1,Uncertain - viral or bacterial,934,+,--
OJCC01008536.1,Uncertain - viral or bacterial,927,+,--
OJCC01008630.1,Uncertain - viral or bacterial,922,+,--
OJCC01008669.1,Uncertain - viral or bacterial,920,+,--
OJCC01008802.1,Uncertain - viral or bacterial,914,+,--
OJCC01008819.1,Uncertain - viral or bacterial,914,+,--
OJCC01008953.1,Uncertain - viral or bacterial,907,+,--
OJCC01009021.1,Uncertain - viral or bacterial,904,+,--
OJCC01009507.1,Uncertain - viral or bacterial,883,+,--
OJCC01009560.1,Uncertain - viral or bacterial,881,+,--
OJCC01009680.1,Uncertain - viral or bacterial,877,+,--
OJCC01009851.1,Uncertain - viral or bacterial,870,+,--
OJCC01009900.1,Uncertain - viral or bacterial,868,+,--
OJCC01011209.1,Uncertain - viral or bacterial,819,+,--
OJCC01011307.1,Uncertain - viral or bacterial,816,+,--
OJCC01011435.1,Uncertain - viral or bacterial,812,+,--
OJCC01011728.1,Uncertain - viral or bacterial,803,+,--
OJCC01012032.1,Uncertain - viral or bacterial,794,+,--
OJCC01012334.1,Uncertain - viral or bacterial,784,+,--
OJCC01012515.1,Uncertain - viral or bacterial,779,+,--
OJCC01012710.1,Uncertain - viral or bacterial,773,+,--
OJCC01012743.1,Uncertain - viral or bacterial,772,+,--
OJCC01013365.1,Uncertain - viral or bacterial,755,+,--
OJCC01013632.1,Uncertain - viral or bacterial,748,+,--
