OJFV01000486.1,Plasmid,7780,+,20.29,SNase Rep_3 Resolvase HTH_7 Glyoxalase Acetyltransf_10 MobA_MobL HTH_31 Gp49
OJFV01001688.1,Uncertain - viral or bacterial,1810,+,--
OJFV01001869.1,Uncertain - viral or bacterial,1690,+,--
OJFV01002597.1,Uncertain - viral or bacterial,1363,+,--
OJFV01003172.1,Uncertain - plasmid or chromosomal,1211,+,-1.02,Flagellin_N Flagellin_C
OJFV01004061.1,Uncertain - viral or bacterial,1042,+,--
OJFV01004375.1,Uncertain - viral or bacterial,997,+,--
OJFV01005744.1,Uncertain - viral or bacterial,846,+,--
OJFV01008267.1,Uncertain - viral or bacterial,660,+,--
OJFV01008464.1,Uncertain - viral or bacterial,649,+,--
OJFV01009376.1,Uncertain - viral or bacterial,601,+,--
OJFV01010520.1,Uncertain - viral or bacterial,550,+,--
OJFV01010836.1,Uncertain - viral or bacterial,529,+,--
OJFV01011182.1,Uncertain - viral or bacterial,507,+,--
