OJBA01000004.1,Virus,42365,+,23.48,DUF2800 DNA_methylase Head-tail_con SNF2_N DNA_pol_A CHAP QueC QueC Asn_synthase DUF2815
OJBA01003812.1,Uncertain - viral or bacterial,1656,+,--
OJBA01004966.1,Uncertain - viral or bacterial,1429,+,--
OJBA01005078.1,Uncertain - viral or bacterial,1408,+,--
OJBA01006037.1,Uncertain - viral or bacterial,1282,+,--
OJBA01006123.1,Uncertain - viral or bacterial,1273,+,--
OJBA01007108.1,Uncertain - viral or bacterial,1173,+,--
OJBA01008351.1,Uncertain - viral or bacterial,1075,+,--
OJBA01009331.1,Uncertain - viral or bacterial,1015,+,--
OJBA01009715.1,Uncertain - viral or bacterial,992,+,--
OJBA01010069.1,Uncertain - viral or bacterial,973,+,--
OJBA01010728.1,Uncertain - viral or bacterial,940,+,--
OJBA01010912.1,Uncertain - viral or bacterial,931,+,--
OJBA01011307.1,Uncertain - viral or bacterial,913,+,--
OJBA01011681.1,Uncertain - viral or bacterial,898,+,--
OJBA01011918.1,Uncertain - plasmid or chromosomal,888,+,-1.30,RDD
OJBA01012033.1,Uncertain - viral or bacterial,883,+,--
OJBA01012479.1,Uncertain - viral or bacterial,865,+,--
OJBA01013282.1,Uncertain - viral or bacterial,837,+,--
OJBA01013969.1,Uncertain - viral or bacterial,814,+,--
OJBA01015484.1,Uncertain - viral or bacterial,772,+,--
OJBA01016446.1,Uncertain - viral or bacterial,748,+,--
OJBA01017424.1,Uncertain - viral or bacterial,725,+,--
OJBA01017469.1,Uncertain - viral or bacterial,724,+,--
OJBA01017484.1,Uncertain - viral or bacterial,724,+,0.95,LysM LysM
OJBA01017905.1,Uncertain - viral or bacterial,715,+,--
OJBA01018655.1,Uncertain - viral or bacterial,699,+,--
OJBA01019391.1,Uncertain - viral or bacterial,685,+,--
OJBA01019393.1,Uncertain - viral or bacterial,685,+,--
OJBA01021050.1,Uncertain - viral or bacterial,655,+,--
OJBA01021590.1,Uncertain - viral or bacterial,646,+,--
OJBA01021856.1,Uncertain - viral or bacterial,641,+,--
OJBA01022114.1,Uncertain - viral or bacterial,637,+,--
OJBA01023097.1,Uncertain - viral or bacterial,622,+,--
OJBA01024327.1,Uncertain - plasmid or chromosomal,605,+,0.52,DctM
OJBA01024842.1,Uncertain - viral or bacterial,598,+,--
OJBA01025153.1,Uncertain - viral or bacterial,594,+,--
OJBA01025524.1,Uncertain - viral or bacterial,589,+,--
OJBA01026989.1,Uncertain - viral or bacterial,571,+,--
OJBA01027029.1,Uncertain - viral or bacterial,571,+,--
OJBA01027500.1,Uncertain - viral or bacterial,565,+,--
OJBA01027563.1,Uncertain - viral or bacterial,565,+,--
OJBA01028248.1,Uncertain - viral or bacterial,556,+,--
OJBA01028672.1,Uncertain - viral or bacterial,550,+,--
OJBA01029250.1,Uncertain - viral or bacterial,541,+,--
OJBA01029256.1,Uncertain - viral or bacterial,541,+,--
OJBA01029270.1,Uncertain - viral or bacterial,541,+,--
OJBA01029873.1,Uncertain - viral or bacterial,532,+,--
OJBA01031223.1,Uncertain - viral or bacterial,514,+,--
OJBA01031488.1,Uncertain - viral or bacterial,511,+,--
OJBA01031896.1,Uncertain - plasmid or chromosomal,506,+,-0.69,Nif11
