OJEK01000017.1,Virus,5441,+,26.56,Phage_GPA Phage_F Phage_F
OJEK01000680.1,Uncertain - viral or bacterial,1849,+,--
OJEK01000826.1,Uncertain - viral or bacterial,1744,+,--
OJEK01000829.1,Uncertain - viral or bacterial,1741,+,--
OJEK01000853.1,Uncertain - viral or bacterial,1720,+,--
OJEK01000911.1,Uncertain - viral or bacterial,1687,+,--
OJEK01001012.1,Uncertain - viral or bacterial,1627,+,--
OJEK01001093.1,Uncertain - viral or bacterial,1591,+,--
OJEK01001121.1,Uncertain - viral or bacterial,1579,+,--
OJEK01001139.1,Uncertain - viral or bacterial,1573,+,--
OJEK01001141.1,Uncertain - viral or bacterial,1570,+,--
OJEK01001586.1,Uncertain - viral or bacterial,1408,+,--
OJEK01001865.1,Uncertain - viral or bacterial,1320,+,--
OJEK01002031.1,Uncertain - viral or bacterial,1279,+,--
OJEK01002033.1,Uncertain - viral or bacterial,1279,+,--
OJEK01002048.1,Uncertain - viral or bacterial,1276,+,--
OJEK01002220.1,Uncertain - viral or bacterial,1228,+,--
OJEK01002340.1,Uncertain - viral or bacterial,1204,+,--
OJEK01002541.1,Uncertain - viral or bacterial,1163,+,--
OJEK01002625.1,Uncertain - viral or bacterial,1150,+,--
OJEK01002643.1,Uncertain - viral or bacterial,1147,+,--
OJEK01002647.1,Uncertain - viral or bacterial,1147,+,--
OJEK01002742.1,Uncertain - viral or bacterial,1131,+,-1.61,RRM_1
OJEK01002748.1,Uncertain - viral or bacterial,1129,+,--
OJEK01002841.1,Uncertain - viral or bacterial,1116,+,--
OJEK01003445.1,Uncertain - viral or bacterial,1027,+,--
OJEK01003447.1,Uncertain - viral or bacterial,1027,+,--
OJEK01004068.1,Uncertain - viral or bacterial,958,+,--
OJEK01004325.1,Uncertain - viral or bacterial,934,+,--
OJEK01004392.1,Uncertain - viral or bacterial,928,+,--
OJEK01004398.1,Uncertain - viral or bacterial,928,+,--
OJEK01004431.1,Uncertain - viral or bacterial,925,+,--
OJEK01004586.1,Uncertain - viral or bacterial,913,+,--
OJEK01004593.1,Uncertain - viral or bacterial,913,+,--
OJEK01004794.1,Uncertain - viral or bacterial,895,+,--
OJEK01005344.1,Uncertain - viral or bacterial,856,+,--
OJEK01005417.1,Uncertain - viral or bacterial,850,+,--
OJEK01005519.1,Uncertain - viral or bacterial,844,+,--
OJEK01005722.1,Uncertain - viral or bacterial,829,+,--
OJEK01005828.1,Uncertain - viral or bacterial,823,+,--
OJEK01006052.1,Uncertain - viral or bacterial,808,+,--
OJEK01006543.1,Uncertain - viral or bacterial,781,+,--
OJEK01006548.1,Uncertain - viral or bacterial,781,+,--
OJEK01006598.1,Uncertain - viral or bacterial,778,+,--
OJEK01006667.1,Uncertain - viral or bacterial,775,+,--
OJEK01006731.1,Uncertain - viral or bacterial,772,+,--
OJEK01007116.1,Uncertain - viral or bacterial,753,+,--
OJEK01007292.1,Uncertain - viral or bacterial,744,+,--
OJEK01007774.1,Uncertain - viral or bacterial,724,+,--
OJEK01008092.1,Uncertain - viral or bacterial,712,+,--
OJEK01008494.1,Uncertain - viral or bacterial,697,+,--
OJEK01008668.1,Uncertain - viral or bacterial,691,+,--
OJEK01009189.1,Uncertain - viral or bacterial,673,+,--
OJEK01009561.1,Uncertain - viral or bacterial,661,+,--
OJEK01009742.1,Uncertain - viral or bacterial,655,+,--
OJEK01009749.1,Uncertain - viral or bacterial,655,+,--
OJEK01010151.1,Uncertain - viral or bacterial,643,+,--
OJEK01010367.1,Uncertain - viral or bacterial,637,+,--
OJEK01010483.1,Uncertain - viral or bacterial,634,+,--
OJEK01010984.1,Uncertain - viral or bacterial,622,+,--
OJEK01011410.1,Uncertain - viral or bacterial,610,+,--
OJEK01011524.1,Uncertain - viral or bacterial,607,+,--
