OLHR01000062.1,Virus,40636,+,79.38,HTH_27 Phage_integrase Phage_T7_tail GP38 FA_desaturase FA_desaturase 5_3_exonuc_N Dam Thy1 Ribonuc_red_sm Ribonuc_red_lgC PRA-PH DNA_pol_A Amidase_2 HTH_39 Phage_endo_I RNA_pol RPOL_N P22_CoatProtein Tube Head-tail_con Phage_T7_Capsid Toprim_2 DnaB_C
OLHR01001249.1,Uncertain - viral or bacterial,5984,+,1.55,Phage_integrase RVT_1
OLHR01001719.1,Uncertain - viral or bacterial,4798,+,--
OLHR01005863.1,Plasmid,2105,+,4.30,HTH_7 HTH_3 LysR_substrate HTH_1
OLHR01006777.1,Uncertain - viral or bacterial,1900,+,--
OLHR01007020.1,Uncertain - plasmid or chromosomal,1853,+,-0.33,ArsP_1
OLHR01009161.1,Uncertain - viral or bacterial,1546,+,--
OLHR01009855.1,Uncertain - viral or bacterial,1468,+,--
OLHR01010519.1,Uncertain - viral or bacterial,1408,+,--
OLHR01010524.1,Uncertain - viral or bacterial,1408,+,--
OLHR01010578.1,Uncertain - viral or bacterial,1402,+,--
OLHR01011309.1,Uncertain - viral or bacterial,1335,+,--
OLHR01012359.1,Uncertain - viral or bacterial,1254,+,--
OLHR01013046.1,Uncertain - viral or bacterial,1204,+,--
OLHR01013477.1,Uncertain - viral or bacterial,1177,+,--
OLHR01013897.1,Virus,1152,+,4.52,Peptidase_S74
OLHR01014605.1,Uncertain - viral or bacterial,1111,+,--
OLHR01015032.1,Uncertain - viral or bacterial,1090,+,--
OLHR01016062.1,Uncertain - viral or bacterial,1042,+,--
OLHR01017326.1,Uncertain - viral or bacterial,990,+,--
OLHR01017363.1,Uncertain - viral or bacterial,988,+,--
OLHR01017560.1,Uncertain - viral or bacterial,979,+,--
OLHR01017562.1,Uncertain - viral or bacterial,979,+,--
OLHR01017900.1,Uncertain - viral or bacterial,965,+,--
OLHR01017923.1,Uncertain - viral or bacterial,964,+,--
OLHR01018110.1,Uncertain - viral or bacterial,957,+,--
OLHR01018164.1,Uncertain - viral or bacterial,955,+,--
OLHR01018250.1,Uncertain - viral or bacterial,952,+,--
OLHR01018569.1,Uncertain - viral or bacterial,940,+,--
OLHR01019046.1,Uncertain - viral or bacterial,922,+,--
OLHR01019050.1,Uncertain - viral or bacterial,922,+,--
OLHR01019337.1,Uncertain - viral or bacterial,913,+,--
OLHR01019430.1,Uncertain - viral or bacterial,910,+,--
OLHR01019551.1,Uncertain - viral or bacterial,907,+,--
OLHR01019954.1,Uncertain - viral or bacterial,893,+,--
OLHR01020167.1,Uncertain - viral or bacterial,886,+,--
OLHR01020546.1,Uncertain - viral or bacterial,874,+,--
OLHR01020614.1,Uncertain - plasmid or chromosomal,872,+,-0.88,TonB_C
OLHR01021584.1,Uncertain - viral or bacterial,844,+,--
OLHR01021690.1,Uncertain - viral or bacterial,841,+,--
OLHR01022543.1,Uncertain - viral or bacterial,819,+,--
OLHR01022695.1,Uncertain - viral or bacterial,816,+,--
OLHR01022740.1,Uncertain - viral or bacterial,814,+,--
OLHR01022867.1,Uncertain - viral or bacterial,811,+,--
OLHR01023008.1,Uncertain - viral or bacterial,808,+,--
OLHR01023294.1,Uncertain - viral or bacterial,801,+,--
OLHR01023896.1,Uncertain - viral or bacterial,787,+,--
OLHR01023988.1,Uncertain - viral or bacterial,785,+,--
OLHR01024473.1,Uncertain - viral or bacterial,775,+,--
OLHR01024599.1,Uncertain - viral or bacterial,772,+,--
OLHR01024602.1,Uncertain - viral or bacterial,772,+,--
OLHR01024728.1,Uncertain - viral or bacterial,769,+,--
OLHR01025413.1,Uncertain - viral or bacterial,754,+,--
OLHR01025656.1,Uncertain - viral or bacterial,749,+,--
OLHR01025855.1,Uncertain - viral or bacterial,745,+,--
OLHR01026937.1,Uncertain - viral or bacterial,724,+,--
OLHR01027434.1,Uncertain - viral or bacterial,715,+,--
OLHR01028105.1,Uncertain - viral or bacterial,703,+,--
OLHR01028439.1,Uncertain - viral or bacterial,698,+,--
OLHR01028846.1,Uncertain - viral or bacterial,691,+,--
OLHR01029268.1,Uncertain - viral or bacterial,685,+,--
OLHR01029490.1,Uncertain - viral or bacterial,681,+,--
OLHR01029493.1,Uncertain - viral or bacterial,681,+,--
OLHR01029621.1,Uncertain - viral or bacterial,679,+,--
OLHR01029777.1,Uncertain - viral or bacterial,677,+,--
OLHR01030778.1,Uncertain - viral or bacterial,661,+,--
OLHR01031210.1,Uncertain - viral or bacterial,655,+,--
OLHR01031443.1,Uncertain - viral or bacterial,652,+,--
OLHR01031591.1,Uncertain - viral or bacterial,650,+,--
OLHR01032186.1,Uncertain - viral or bacterial,642,+,--
OLHR01032542.1,Uncertain - viral or bacterial,637,+,--
OLHR01034222.1,Uncertain - viral or bacterial,616,+,--
