OJEI01002401.1,Uncertain - viral or bacterial,2251,+,0.61,RepL
OJEI01004831.1,Uncertain - viral or bacterial,1179,+,--
OJEI01005485.1,Uncertain - viral or bacterial,1065,+,--
OJEI01005578.1,Uncertain - viral or bacterial,1050,+,--
OJEI01006724.1,Uncertain - viral or bacterial,912,+,--
OJEI01006754.1,Uncertain - viral or bacterial,909,+,--
OJEI01006915.1,Uncertain - viral or bacterial,892,+,--
OJEI01007330.1,Uncertain - viral or bacterial,854,+,-1.72,Y1_Tnp
OJEI01008059.1,Uncertain - viral or bacterial,799,+,--
OJEI01009617.1,Uncertain - plasmid or chromosomal,706,+,1.56,Y1_Tnp Y1_Tnp
OJEI01009834.1,Uncertain - viral or bacterial,695,+,--
OJEI01011665.1,Uncertain - viral or bacterial,623,+,--
OJEI01012074.1,Uncertain - viral or bacterial,610,+,--
OJEI01014254.1,Uncertain - viral or bacterial,550,+,--
OJEI01015359.1,Uncertain - viral or bacterial,517,+,--
