OJDL01001565.1,Plasmid,5284,+,9.44,AAA_25 RepB_primase Relaxase RepC
OJDL01001811.1,Plasmid,4774,+,8.80,Rep_3 RHH_1 ParE_toxin
OJDL01003483.1,Uncertain - viral or bacterial,2959,+,--
OJDL01004280.1,Uncertain - viral or bacterial,2548,+,--
OJDL01006318.1,Uncertain - viral or bacterial,1959,+,--
OJDL01008267.1,Uncertain - viral or bacterial,1624,+,0.98,Rep_trans
OJDL01008658.1,Uncertain - viral or bacterial,1573,+,--
OJDL01015350.1,Uncertain - viral or bacterial,1048,+,--
OJDL01015617.1,Uncertain - viral or bacterial,1035,+,-0.07,NUDIX
OJDL01016861.1,Uncertain - viral or bacterial,976,+,--
OJDL01017450.1,Uncertain - viral or bacterial,952,+,--
OJDL01017514.1,Uncertain - viral or bacterial,949,+,--
OJDL01017842.1,Uncertain - viral or bacterial,937,+,--
OJDL01018911.1,Uncertain - viral or bacterial,898,+,--
OJDL01018912.1,Uncertain - viral or bacterial,898,+,--
OJDL01018946.1,Uncertain - viral or bacterial,898,+,--
OJDL01019695.1,Uncertain - viral or bacterial,871,+,--
OJDL01019867.1,Uncertain - viral or bacterial,865,+,--
OJDL01020657.1,Uncertain - viral or bacterial,842,+,-1.18,ParE_toxin
OJDL01021641.1,Uncertain - viral or bacterial,814,+,--
OJDL01021781.1,Uncertain - plasmid or chromosomal,811,+,0.36,Cytochrom_C
OJDL01023430.1,Uncertain - viral or bacterial,769,+,--
OJDL01023988.1,Uncertain - viral or bacterial,757,+,--
OJDL01027625.1,Uncertain - viral or bacterial,684,+,--
OJDL01028041.1,Uncertain - plasmid or chromosomal,676,+,0.29,SCPU
OJDL01031888.1,Uncertain - viral or bacterial,616,+,--
OJDL01032522.1,Uncertain - viral or bacterial,607,+,--
OJDL01032554.1,Uncertain - viral or bacterial,607,+,--
OJDL01035348.1,Uncertain - viral or bacterial,571,+,--
OJDL01035817.1,Uncertain - viral or bacterial,565,+,--
OJDL01036914.1,Uncertain - viral or bacterial,550,+,--
OJDL01037056.1,Uncertain - viral or bacterial,547,+,--
OJDL01037057.1,Uncertain - viral or bacterial,547,+,--
OJDL01037058.1,Uncertain - viral or bacterial,547,+,--
OJDL01037409.1,Uncertain - viral or bacterial,541,+,--
OJDL01037428.1,Uncertain - viral or bacterial,541,+,--
OJDL01037940.1,Uncertain - viral or bacterial,532,+,--
OJDL01038663.1,Uncertain - viral or bacterial,520,+,--
OJDL01038837.1,Uncertain - viral or bacterial,517,+,--
OJDL01039871.1,Uncertain - viral or bacterial,502,+,--
