OJAQ01000287.1,Uncertain - viral or bacterial,9115,+,-1.13,RVT_1 rve
OJAQ01000546.1,Uncertain - viral or bacterial,6124,+,--
OJAQ01000551.1,Uncertain - plasmid or chromosomal,6080,+,2.36,rve rve
OJAQ01000580.1,Uncertain - viral or bacterial,5843,+,-1.98,rve
OJAQ01000586.1,Uncertain - viral or bacterial,5785,+,-1.98,rve
OJAQ01001722.1,Uncertain - viral or bacterial,2876,+,--
OJAQ01002433.1,Uncertain - viral or bacterial,2259,+,--
OJAQ01002592.1,Virus,2151,+,5.10,HNH_3
OJAQ01003044.1,Uncertain - viral or bacterial,1911,+,--
OJAQ01003621.1,Uncertain - viral or bacterial,1687,+,--
OJAQ01004116.1,Uncertain - viral or bacterial,1542,+,--
OJAQ01004776.1,Uncertain - viral or bacterial,1384,+,--
OJAQ01005664.1,Uncertain - viral or bacterial,1228,+,--
OJAQ01005753.1,Uncertain - viral or bacterial,1213,+,--
OJAQ01005949.1,Uncertain - viral or bacterial,1183,+,--
OJAQ01006458.1,Uncertain - viral or bacterial,1111,+,--
OJAQ01007713.1,Uncertain - viral or bacterial,970,+,--
OJAQ01008133.1,Uncertain - viral or bacterial,934,+,--
OJAQ01008189.1,Uncertain - viral or bacterial,928,+,--
OJAQ01008219.1,Uncertain - viral or bacterial,925,+,--
OJAQ01008370.1,Uncertain - viral or bacterial,913,+,--
OJAQ01008576.1,Uncertain - viral or bacterial,898,+,--
OJAQ01009464.1,Uncertain - viral or bacterial,837,+,--
OJAQ01009699.1,Uncertain - viral or bacterial,822,+,--
OJAQ01009858.1,Uncertain - viral or bacterial,814,+,--
OJAQ01010132.1,Uncertain - viral or bacterial,797,+,--
OJAQ01010335.1,Uncertain - viral or bacterial,785,+,--
OJAQ01010360.1,Uncertain - viral or bacterial,784,+,--
OJAQ01010427.1,Uncertain - viral or bacterial,781,+,--
OJAQ01010619.1,Uncertain - viral or bacterial,771,+,--
OJAQ01011106.1,Uncertain - viral or bacterial,745,+,--
OJAQ01011171.1,Uncertain - viral or bacterial,742,+,--
OJAQ01011224.1,Uncertain - viral or bacterial,740,+,--
OJAQ01011408.1,Uncertain - viral or bacterial,732,+,--
OJAQ01012099.1,Uncertain - viral or bacterial,703,+,--
OJAQ01012415.1,Uncertain - viral or bacterial,690,+,--
OJAQ01012553.1,Uncertain - viral or bacterial,685,+,--
OJAQ01012842.1,Uncertain - viral or bacterial,674,+,--
OJAQ01012967.1,Uncertain - viral or bacterial,670,+,--
OJAQ01013047.1,Uncertain - viral or bacterial,667,+,--
OJAQ01013068.1,Uncertain - viral or bacterial,667,+,--
OJAQ01013397.1,Uncertain - viral or bacterial,655,+,--
OJAQ01013436.1,Uncertain - viral or bacterial,654,+,--
OJAQ01013547.1,Uncertain - viral or bacterial,650,+,--
OJAQ01014327.1,Uncertain - viral or bacterial,626,+,--
OJAQ01014331.1,Uncertain - viral or bacterial,625,+,--
OJAQ01014430.1,Uncertain - viral or bacterial,622,+,--
OJAQ01014547.1,Uncertain - viral or bacterial,619,+,--
OJAQ01014834.1,Uncertain - viral or bacterial,610,+,--
OJAQ01014869.1,Uncertain - viral or bacterial,609,+,--
OJAQ01014976.1,Uncertain - viral or bacterial,606,+,--
OJAQ01015216.1,Uncertain - viral or bacterial,599,+,--
OJAQ01015253.1,Uncertain - viral or bacterial,598,+,--
OJAQ01015556.1,Uncertain - viral or bacterial,589,+,--
OJAQ01015823.1,Uncertain - viral or bacterial,582,+,--
OJAQ01015835.1,Uncertain - viral or bacterial,582,+,--
OJAQ01015936.1,Uncertain - viral or bacterial,579,+,--
OJAQ01016245.1,Uncertain - viral or bacterial,571,+,--
OJAQ01016247.1,Uncertain - viral or bacterial,571,+,--
OJAQ01016499.1,Uncertain - viral or bacterial,565,+,--
OJAQ01016976.1,Uncertain - viral or bacterial,555,+,--
OJAQ01017008.1,Uncertain - viral or bacterial,553,+,--
OJAQ01017056.1,Uncertain - viral or bacterial,551,+,--
OJAQ01017117.1,Uncertain - viral or bacterial,549,+,--
OJAQ01017359.1,Uncertain - viral or bacterial,541,+,--
OJAQ01017787.1,Uncertain - viral or bacterial,527,+,--
OJAQ01017887.1,Uncertain - viral or bacterial,524,+,--
OJAQ01018132.1,Uncertain - viral or bacterial,517,+,--
OJAQ01018355.1,Uncertain - viral or bacterial,510,+,--
OJAQ01018364.1,Uncertain - viral or bacterial,510,+,--
OJAQ01018470.1,Uncertain - viral or bacterial,507,+,--
OJAQ01018566.1,Uncertain - viral or bacterial,505,+,--
OJAQ01018735.1,Uncertain - viral or bacterial,501,+,--
