Query_Name,Hit_id,Query_cover,Identity,Evalue
BCSF01000085.1,WP_072596028,1.0288461538461537,0.43302180685358255,1.82874e-76
BCSF01000085.1,WP_029938034,0.9935897435897436,0.4258064516129032,1.34543e-69
BCSF01000085.1,WP_121152166,0.9935897435897436,0.42258064516129035,9.26697e-69
BCSF01000085.1,WP_042674276,0.967948717948718,0.40397350993377484,1.85817e-59
BCSF01000085.1,WP_061164747,1.0128205128205128,0.3829113924050633,5.17266e-58
BCSF01000103.1,ASF00283,1.0,0.7292993630573248,2.47334e-159
BCSF01000103.1,BAQ89316,1.015923566878981,0.5924764890282131,3.79937e-118
BCSF01000103.1,BAR27849,1.0254777070063694,0.5652173913043478,2.07915e-114
BCSF01000103.1,BAR27868,1.0254777070063694,0.5745341614906833,1.15388e-113
BCSF01000103.1,BAR28720,1.0254777070063694,0.5652173913043478,1.78555e-113
BCSF01000113.1,WP_108865464,0.9968051118210862,0.7019230769230769,2.6467e-147
BCSF01000113.1,BAQ89692,1.0031948881789137,0.6751592356687898,1.90309e-145
BCSF01000113.1,WP_108865900,1.0031948881789137,0.6751592356687898,7.28124e-142
BCSF01000113.1,QDP58300,1.0095846645367412,0.6582278481012658,1.7064e-136
BCSF01000113.1,WP_102856429,1.0,0.6357827476038339,1.0301e-135
FLOH01001360.1,RLA03857,1.002824858757062,0.6957746478873239,4.58309e-171
FLOH01001360.1,RKZ81087,1.0112994350282485,0.6480446927374302,1.63093e-158
FLOH01001360.1,RKZ07752,1.002824858757062,0.647887323943662,2.62532e-158
FLOH01001360.1,RLC97846,0.980225988700565,0.6080691642651297,1.07301e-143
FLOH01001360.1,BAQ84703,1.0084745762711864,0.5238095238095238,2.79652e-117
FLOH01001513.1,WP_102856429,0.9968652037617555,0.6981132075471698,1.05288e-162
FLOH01001513.1,WP_108865900,0.9968652037617555,0.6823899371069182,1.22873e-158
FLOH01001513.1,BAQ89692,0.9968652037617555,0.660377358490566,1.00152e-153
FLOH01001513.1,QDP58300,0.9968652037617555,0.7075471698113207,2.11381e-153
FLOH01001513.1,WP_108865464,0.9968652037617555,0.7012578616352201,2.00718e-151
FUIF01015121.1,REJ67617,0.9205128205128205,0.233983286908078,4.82463e-09
FUIF01015121.1,WP_016073688,0.9538461538461539,0.239247311827957,6.42382e-09
FUIF01015121.1,WP_022609969,0.9512820512820512,0.23180592991913745,5.21105e-08
FUIF01015121.1,WP_015273199,0.941025641025641,0.22888283378746593,6.33588e-08
FUIF01015121.1,OGT56289,0.9435897435897436,0.22826086956521738,9.4984e-08
FUIF01018205.1,RPJ55956,0.9423558897243107,0.30851063829787234,5.6255e-38
FUIF01018205.1,TXH54511,0.7518796992481203,0.24666666666666667,8.6991e-16
FUIF01018205.1,WP_101576305,0.7869674185463659,0.24522292993630573,2.3854e-15
FUIF01018205.1,WP_127532740,0.7669172932330827,0.2581699346405229,4.38075e-12
FUIF01018205.1,WP_049869871,0.7819548872180451,0.22756410256410256,1.09386e-11
LULE01000164.1,BAQ90275,0.9968553459119497,0.7381703470031545,1.04917e-167
LULE01000164.1,REJ67617,0.9968553459119497,0.5962145110410094,5.79621e-130
LULE01000164.1,QDP54613,0.9968553459119497,0.5772870662460567,5.59758e-124
LULE01000164.1,QDP65665,0.9968553459119497,0.5457413249211357,2.94824e-116
LULE01000164.1,BAQ90478,0.9905660377358491,0.5301587301587302,1.35275e-105
LULH01000004.1,QDP50931,1.0021321961620469,0.6404255319148936,0.0
LULH01000004.1,OUT99812,0.906183368869936,0.6964705882352941,0.0
LULH01000004.1,OUT92309,1.0383795309168444,0.5112936344969199,8.49944e-164
LULH01000004.1,OUT52656,1.044776119402985,0.5040816326530613,5.48062e-153
LULH01000004.1,QDP45751,1.046908315565032,0.4154786150712831,4.41815e-111
LULH01000083.1,QDP61154,0.6287878787878788,0.8554216867469879,7.26163e-154
LULH01000083.1,QDP61154,0.14646464646464646,0.6379310344827587,1.67987e-10
LULH01000083.1,ANS03275,0.6287878787878788,0.5502008032128514,1.32045e-84
LULH01000083.1,ANS03275,0.1414141414141414,0.6071428571428571,2.37172e-10
LULH01000083.1,BAR34048,0.6313131313131313,0.528,2.01726e-75
LULH01000083.1,BAR34048,0.1414141414141414,0.5535714285714286,7.40942e-09
LULH01000083.1,BAQ85228,0.6287878787878788,0.5140562248995983,9.11948e-73
LULH01000083.1,BAQ85228,0.1414141414141414,0.5535714285714286,4.43313e-08
LULH01000083.1,QDP60700,0.6540404040404041,0.5019305019305019,1.5305e-69
LULH01000083.1,QDP60700,0.14646464646464646,0.5517241379310345,1.40292e-10
LULM01000028.1,QDP61154,0.6287878787878788,0.8554216867469879,7.26163e-154
LULM01000028.1,QDP61154,0.14646464646464646,0.6379310344827587,1.67987e-10
LULM01000028.1,ANS03275,0.6287878787878788,0.5502008032128514,1.32045e-84
LULM01000028.1,ANS03275,0.1414141414141414,0.6071428571428571,2.37172e-10
LULM01000028.1,BAR34048,0.6313131313131313,0.528,2.01726e-75
LULM01000028.1,BAR34048,0.1414141414141414,0.5535714285714286,7.40942e-09
LULM01000028.1,BAQ85228,0.6287878787878788,0.5140562248995983,9.11948e-73
LULM01000028.1,BAQ85228,0.1414141414141414,0.5535714285714286,4.43313e-08
LULM01000028.1,QDP60700,0.6540404040404041,0.5019305019305019,1.5305e-69
LULM01000028.1,QDP60700,0.14646464646464646,0.5517241379310345,1.40292e-10
LULN01000003.1,QDP50931,1.0021321961620469,0.6404255319148936,0.0
LULN01000003.1,OUT99812,0.906183368869936,0.6964705882352941,0.0
LULN01000003.1,OUT92309,1.0383795309168444,0.5112936344969199,8.49944e-164
LULN01000003.1,OUT52656,1.044776119402985,0.5040816326530613,5.48062e-153
LULN01000003.1,QDP45751,1.046908315565032,0.4154786150712831,4.41815e-111
LULO01000027.1,TSA54174,0.7155963302752294,0.3173076923076923,1.51675e-28
LULO01000027.1,QDP50931,1.0596330275229358,0.25757575757575757,1.56439e-25
LULO01000027.1,OUT52656,1.1055045871559632,0.25103734439834025,9.12162e-25
LULO01000027.1,OUT92309,1.1192660550458715,0.2520491803278688,1.28991e-22
LULO01000027.1,OUT99812,0.6536697247706422,0.2736842105263158,8.36093e-19
LULO01000086.1,BAR18447,0.9968354430379747,0.8825396825396825,0.0
LULO01000086.1,BAR18473,0.9968354430379747,0.8825396825396825,0.0
LULO01000086.1,BAR18459,0.9968354430379747,0.8825396825396825,0.0
LULO01000086.1,BAQ88653,0.9968354430379747,0.8888888888888888,0.0
LULO01000086.1,BAQ88636,0.9968354430379747,0.8825396825396825,0.0
LULV01000005.1,BAQ85373,0.9357601713062098,0.5308924485125858,1.20623e-151
LULV01000005.1,QDP50931,0.9700214132762313,0.40176600441501104,4.0891e-92
LULV01000005.1,OUT92309,1.0021413276231264,0.36538461538461536,1.896e-85
LULV01000005.1,OUT52656,1.025695931477516,0.35908141962421714,7.63921e-81
LULV01000005.1,OUT99812,0.9293361884368309,0.35714285714285715,1.7181e-72
LUMB01000010.1,BAQ88406,0.9958847736625515,0.8471074380165289,8.35942e-150
LUMB01000010.1,BAQ89353,1.0164609053497942,0.757085020242915,2.64683e-132
LUMB01000010.1,BAQ88324,1.0,0.720164609053498,7.91103e-121
LUMB01000010.1,BAR17733,1.0,0.720164609053498,9.02044e-121
LUMB01000010.1,BAQ89516,0.9835390946502057,0.698744769874477,1.71815e-111
LUMC01000010.1,BAQ88406,0.9968354430379747,0.8571428571428571,0.0
LUMC01000010.1,BAQ89353,1.0126582278481013,0.7875,0.0
LUMC01000010.1,BAR17733,1.0158227848101267,0.7258566978193146,2.67431e-161
LUMC01000010.1,BAQ88324,1.0158227848101267,0.7227414330218068,1.91941e-160
LUMC01000010.1,BAQ89516,1.0031645569620253,0.7413249211356467,3.39531e-159
LUMT01000122.1,KRP33605,1.027027027027027,0.38596491228070173,1.56986e-67
LUMT01000122.1,BAQ84643,1.003003003003003,0.39221556886227543,5.96162e-63
LUMT01000122.1,RLC68542,0.4174174174174174,0.6618705035971223,1.83221e-53
LUMT01000122.1,RLA51428,0.984984984984985,0.3445121951219512,2.88791e-48
LUMT01000122.1,BAQ84349,1.018018018018018,0.30678466076696165,2.86913e-33
LUMU01000016.1,BAR18447,1.0,0.8726114649681529,0.0
LUMU01000016.1,BAR18459,1.0,0.8694267515923567,0.0
LUMU01000016.1,BAR18473,1.0,0.8662420382165605,0.0
LUMU01000016.1,AKH47719,1.0,0.8853503184713376,0.0
LUMU01000016.1,BAQ88636,1.0,0.856687898089172,0.0
MDSY01152307.1,BAR33307,0.9848866498740554,0.7033248081841432,0.0
MDSY01152307.1,WP_139739967,1.0,0.6045340050377834,2.28213e-164
MDSY01152307.1,WP_138465351,0.929471032745592,0.6178861788617886,3.4058e-164
MDSY01152307.1,WP_109076255,0.9949622166246851,0.5367088607594936,7.84875e-142
MDSY01152307.1,QDP51151,0.9899244332493703,0.4198473282442748,7.94311e-96
MDTA01158652.1,BAR33307,0.987146529562982,0.6432291666666666,4.39488e-179
MDTA01158652.1,WP_139739967,1.0,0.5938303341902313,1.23918e-158
MDTA01158652.1,WP_138465351,0.9434447300771208,0.5858310626702997,1.07123e-146
MDTA01158652.1,WP_109076255,1.0,0.5424164524421594,1.80021e-142
MDTA01158652.1,QDP51151,0.9922879177377892,0.45595854922279794,3.01044e-106
MDTB01097670.1,BAR33032,0.9968152866242038,0.7667731629392971,8.92888e-172
MDTB01097670.1,BAR35839,0.9936305732484076,0.6794871794871795,1.15693e-152
MDTB01097670.1,BAQ90401,0.9936305732484076,0.6826923076923077,2.45311e-151
MDTB01097670.1,QDP46975,1.0,0.6624203821656051,4.38132e-147
MDTB01097670.1,QDP45658,0.8980891719745223,0.6028368794326241,9.47313e-120
MDTE01049378.1,BAQ84936,1.005464480874317,0.592391304347826,1.66222e-151
MDTE01049378.1,BAR14926,1.005464480874317,0.592391304347826,2.68846e-151
MDTE01049378.1,BAQ85111,1.0,0.5601092896174863,7.36469e-139
MDTE01049378.1,BAR34101,1.0245901639344261,0.544,5.62771e-138
MDTE01049378.1,BAQ85013,1.0,0.5191256830601093,8.20821e-116
MPLT02213229.1,WP_014241533,1.0,0.5377358490566038,5.00578e-111
MPLT02213229.1,WP_119461844,1.0062893081761006,0.509375,7.48578e-97
