Query_Name,Hit_id,Query_cover,Identity,Evalue
BCSF01000003.1,YP_009325102,0.9981949458483754,0.9403254972875226,0.0
BCSF01000003.1,YP_007675141,1.0054151624548737,0.8456014362657092,0.0
BCSF01000003.1,OUV68359,1.0018050541516246,0.827027027027027,0.0
BCSF01000003.1,YP_009188199,0.9981949458483754,0.8047016274864376,0.0
BCSF01000003.1,WP_124981551,0.9981949458483754,0.8028933092224232,0.0
BCSF01000006.1,OUT92809,0.9448529411764706,0.7276264591439688,0.0
BCSF01000006.1,WP_108864063,0.9264705882352942,0.6924603174603174,0.0
BCSF01000006.1,RPG29010,0.9558823529411765,0.6615384615384615,0.0
BCSF01000006.1,WP_108864302,0.9319852941176471,0.6568047337278107,0.0
BCSF01000006.1,OUW45499,0.9503676470588235,0.6595744680851063,0.0
BCSF01000020.1,YP_004421530,0.9803149606299213,0.7811244979919679,0.0
BCSF01000020.1,YP_003084146,0.9763779527559056,0.4092741935483871,4.62084e-136
BCSF01000020.1,WP_143863897,0.8641732283464567,0.4328018223234624,5.5098e-104
BCSF01000020.1,PWV90246,0.8484251968503937,0.419953596287703,1.70005e-102
BCSF01000020.1,WP_110047447,0.8484251968503937,0.419953596287703,2.14386e-102
BCSF01000046.1,OUU26239,1.0368324125230202,0.5630550621669627,0.0
BCSF01000046.1,OUW99417,1.0313075506445673,0.4982142857142857,5.65076e-180
BCSF01000046.1,BAR32860,1.0165745856353592,0.4891304347826087,4.47699e-178
BCSF01000046.1,WP_116595086,0.9042357274401474,0.5234215885947047,2.14732e-176
BCSF01000046.1,OUX26047,0.996316758747698,0.49168207024029575,4.50668e-174
BCSF01000082.1,QDP60790,0.9912663755458515,0.5198237885462555,2.09392e-159
BCSF01000082.1,QDP54477,0.9912663755458515,0.42951541850220265,5.27103e-111
BCSF01000082.1,QDP57977,0.9126637554585153,0.4090909090909091,2.69678e-93
BCSF01000082.1,BAR36451,0.9388646288209607,0.3697674418604651,2.73334e-80
BCSF01000082.1,WP_131873885,0.9737991266375546,0.3632286995515695,5.47225e-80
BCSF01000092.1,BAQ85166,0.9455782312925171,0.6786570743405276,0.0
BCSF01000092.1,WP_116554793,0.9705215419501134,0.3808411214953271,2.92798e-78
BCSF01000092.1,OYT64163,0.9591836734693877,0.3664302600472813,2.904e-64
