Query_Name,Hit_id,Query_cover,Identity,Evalue
LULX01000886.1,AXH73371,0.908256880733945,0.42424242424242425,1.16248e-18
LULX01000886.1,PCI54392,0.8532110091743119,0.44086021505376344,4.44756e-18
LULX01000886.1,WP_033084601,0.8532110091743119,0.41935483870967744,2.32475e-17
LULX01000886.1,WP_011846860,0.8532110091743119,0.43010752688172044,7.05754e-17
LULX01000886.1,PKM20076,0.963302752293578,0.38095238095238093,5.65567e-15
MDTG01247374.1,KES21075,0.9607843137254902,0.40816326530612246,1.10462e-18
MDTG01247374.1,WP_058491135,0.8725490196078431,0.449438202247191,1.32359e-18
MDTG01247374.1,WP_051879232,0.8725490196078431,0.43820224719101125,5.29399e-18
MDTG01247374.1,WP_084904820,0.8725490196078431,0.449438202247191,1.94337e-16
MDTG01247374.1,OHC58114,0.7941176470588235,0.4691358024691358,2.22546e-16
OCVR010006078.1,WP_033995398,0.9911504424778761,0.6517857142857143,7.93751e-48
OCVR010006078.1,WP_031637909,0.9911504424778761,0.6517857142857143,9.35632e-48
OCVR010006078.1,WP_021264007,0.9911504424778761,0.6517857142857143,9.77576e-48
OCVR010006078.1,WP_109410287,0.9911504424778761,0.6517857142857143,1.21724e-47
OCVR010006078.1,WP_031631646,0.9911504424778761,0.6428571428571429,1.35828e-47
OLHJ01001343.1,WP_146449886,0.987012987012987,0.9868421052631579,6.92173e-44
OLHJ01001343.1,WP_102467478,0.987012987012987,0.9868421052631579,8.3413e-44
OLHJ01001343.1,WP_065105751,0.987012987012987,0.9473684210526315,2.07758e-42
OLHJ01001343.1,WP_137003148,0.987012987012987,0.9210526315789473,3.52354e-41
OLHJ01001343.1,WP_102561625,0.987012987012987,0.8947368421052632,1.28599e-40
OLHJ01001343.1,WP_102467478,0.9904761904761905,1.0,5.28918e-65
OLHJ01001343.1,WP_146449886,0.9904761904761905,0.9903846153846154,5.52662e-65
OLHJ01001343.1,WP_065105751,0.9904761904761905,0.9711538461538461,1.09457e-63
OLHJ01001343.1,WP_137003148,0.9904761904761905,0.9423076923076923,8.09158e-62
OLHJ01001343.1,WP_102561625,0.9904761904761905,0.9230769230769231,2.76662e-61
