#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
mgm4572579.aa90_1.4963                                                                          -             93 CDD0005_no_cons      -            114   9.5e-18   63.4   0.0   1   1   8.2e-20   1.1e-17   63.2   0.0    21    87    10    76     3    91 0.92 -
mgm4572579.aa90_1.2895                                                                          -            130 CDD0005_no_cons      -            114   1.3e-17   62.9   0.0   1   1   1.2e-19   1.6e-17   62.6   0.0     5    87    35   117    31   125 0.86 -
mgm4572579.aa90_1.982                                                                           -            161 CDD0005_no_cons      -            114   3.1e-17   61.7   0.0   1   1   2.9e-19   3.7e-17   61.5   0.0     6    86    76   156    71   161 0.86 -
mgm4572579.GCFF90V01CLKUB_length=489_xy=0948_3121_region=1_run=R_2010_02_16_17_02_14__1_489_-   -            161 CDD0005_no_cons      -            114   3.2e-17   61.7   0.0   1   1   3.1e-19     4e-17   61.4   0.0    21    90    16    85     4   107 0.87 -
mgm4572579.GCFF90V01DRVJW_length=453_xy=1430_2282_region=1_run=R_2010_02_16_17_02_14__1_427_+   -            141 CDD0005_no_cons      -            114   3.7e-17   61.5   0.0   1   1   3.6e-19   4.7e-17   61.2   0.0    21    87     9    75     2    93 0.91 -
mgm4572579.aa90_1.495                                                                           -            167 CDD0005_no_cons      -            114   3.8e-17   61.5   0.0   1   1   3.8e-19   4.9e-17   61.1   0.0    21    90    14    83     4   105 0.88 -
mgm4572579.aa90_1.2825                                                                          -            131 CDD0005_no_cons      -            114   4.3e-17   61.3   0.0   1   1   5.4e-19     7e-17   60.6   0.0     5    84    51   130    47   131 0.87 -
mgm4572579.aa90_1.2868                                                                          -            130 CDD0005_no_cons      -            114   4.8e-17   61.1   0.0   1   1   4.5e-19   5.7e-17   60.9   0.0    21    88    43   110    28   129 0.90 -
mgm4572579.GCFF90V01DPHTP_length=492_xy=1403_1771_region=1_run=R_2010_02_16_17_02_14__1_415_-   -            136 CDD0005_no_cons      -            114     2e-16   59.1   0.0   1   1   1.8e-18   2.3e-16   58.9   0.0    20    89    44   113    26   134 0.88 -
mgm4572579.aa90_1.2272                                                                          -            141 CDD0005_no_cons      -            114     3e-16   58.5   0.0   1   1   2.5e-18   3.3e-16   58.4   0.0    28    90    54   116    27   138 0.83 -
mgm4572579.aa90_1.1264                                                                          -            157 CDD0005_no_cons      -            114   4.1e-16   58.1   0.0   1   1   3.8e-18   4.9e-16   57.9   0.0    29    89    74   134    47   155 0.82 -
mgm4572579.aa90_1.2668                                                                          -            134 CDD0005_no_cons      -            114   5.1e-16   57.8   0.0   1   1   4.6e-18     6e-16   57.6   0.0    30    90     5    65     1    87 0.86 -
mgm4572579.aa90_1.3556                                                                          -            121 CDD0005_no_cons      -            114   2.8e-15   55.4   0.0   1   1   2.8e-17   3.6e-15   55.1   0.0     5    72    54   121    50   121 0.86 -
mgm4572579.aa90_1.1305                                                                          -            157 CDD0005_no_cons      -            114   3.7e-15   55.0   0.0   1   1   3.4e-17   4.3e-15   54.8   0.0     6    90    28   111    23   133 0.82 -
mgm4572579.GCFF90V01BNYYL_length=304_xy=0565_3883_region=1_run=R_2010_02_16_17_02_14__1_298_+   -             98 CDD0005_no_cons      -            114   5.9e-15   54.4   0.0   1   1     5e-17   6.4e-15   54.3   0.0    30    88    16    74    10    97 0.86 -
mgm4572579.GCFF90V01D9WAM_length=500_xy=1635_3372_region=1_run=R_2010_02_16_17_02_14__24_369_+  -            113 CDD0005_no_cons      -            114   2.4e-14   52.4   0.1   1   2       5.1   6.5e+02   -0.5   0.0    79   100     5    26     2    38 0.74 -
mgm4572579.GCFF90V01D9WAM_length=500_xy=1635_3372_region=1_run=R_2010_02_16_17_02_14__24_369_+  -            113 CDD0005_no_cons      -            114   2.4e-14   52.4   0.1   2   2   4.2e-16   5.5e-14   51.3   0.1    20    88    34   102    16   110 0.87 -
mgm4572579.GCFF90V01ARG3R_length=268_xy=0195_3269_region=1_run=R_2010_02_16_17_02_14__1_259_+   -             84 CDD0005_no_cons      -            114   4.8e-14   51.4   0.2   1   1   4.3e-16   5.5e-14   51.3   0.2    36   100     1    65     1    72 0.91 -
mgm4572579.GCFF90V01DBT04_length=390_xy=1247_3382_region=1_run=R_2010_02_16_17_02_14__1_390_+   -            128 CDD0005_no_cons      -            114   9.5e-14   50.5   0.0   1   1   1.1e-15   1.5e-13   49.9   0.0    20    66    66   112    45   117 0.90 -
mgm4572579.aa90_1.862                                                                           -            162 CDD0005_no_cons      -            114   2.4e-13   49.2   0.0   1   1   2.6e-15   3.3e-13   48.7   0.0     6    66   102   162    97   162 0.85 -
mgm4572579.GCFF90V01AMV68_length=509_xy=0143_2546_region=1_run=R_2010_02_16_17_02_14__1_474_+   -            156 CDD0005_no_cons      -            114   2.9e-13   48.9   0.0   1   1   3.5e-15   4.5e-13   48.3   0.0     2    84    55   136    54   144 0.90 -
mgm4572579.aa90_1.768                                                                           -            164 CDD0005_no_cons      -            114   3.3e-13   48.7   0.0   1   1   3.6e-15   4.7e-13   48.3   0.0     2    84    33   114    32   158 0.89 -
mgm4572579.GCFF90V01CVCXV_length=225_xy=1060_0689_region=1_run=R_2010_02_16_17_02_14__1_225_-   -             74 CDD0005_no_cons      -            114   4.2e-13   48.4   0.0   1   1   3.3e-15   4.2e-13   48.4   0.0    20    65    29    74     7    74 0.93 -
