OJHK01001566.1,Uncertain - plasmid or chromosomal,10328,+,-0.53,Cytochrom_C DDE_Tnp_ISL3 zf-ISL3 Amino_oxidase Arabinose_bd HTH_18 HTH_AraC Thiolase_N Thiolase_C Acyl-CoA_dh_C Acyl-CoA_dh_1 Acyl-CoA_dh_M AcylCoA_DH_N Acyl-CoA_dh_N TetR_N
OJHK01001596.1,Plasmid,10164,+,9.66,ABC_membrane Rep_3 RelB ParE_toxin GerE
OJHK01002317.1,Plasmid,7326,+,10.58,Rep_3 Mob_Pre DNA_methylase
OJHK01002983.1,Uncertain - plasmid or chromosomal,5755,+,2.36,rve rve
OJHK01003139.1,Uncertain - viral or bacterial,5514,+,-1.98,rve
OJHK01003737.1,Uncertain - viral or bacterial,4566,+,--
OJHK01004917.1,Plasmid,3379,+,11.00,Rep_3 ParE_toxin RelB Phage_integrase
OJHK01005021.1,Uncertain - viral or bacterial,3287,+,--
OJHK01005243.1,Uncertain - plasmid or chromosomal,3129,+,-0.08,DoxX Lipase_GDSL_3
OJHK01005486.1,Uncertain - plasmid or chromosomal,2980,+,0.84,GFA
OJHK01006758.1,Uncertain - viral or bacterial,2339,+,--
OJHK01008384.1,Uncertain - viral or bacterial,1851,+,--
OJHK01008755.1,Uncertain - viral or bacterial,1774,+,--
OJHK01009335.1,Uncertain - viral or bacterial,1664,+,-2.82,RES
OJHK01011438.1,Uncertain - viral or bacterial,1369,+,--
OJHK01011465.1,Uncertain - viral or bacterial,1366,+,--
OJHK01012096.1,Uncertain - viral or bacterial,1303,+,--
OJHK01015022.1,Uncertain - viral or bacterial,1087,+,--
OJHK01015719.1,Uncertain - viral or bacterial,1048,+,--
OJHK01017761.1,Uncertain - viral or bacterial,955,+,--
OJHK01017968.1,Chromosome,947,+,-6.88,YccF YccF
OJHK01017997.1,Uncertain - viral or bacterial,946,+,--
OJHK01019805.1,Uncertain - viral or bacterial,877,+,--
OJHK01020979.1,Uncertain - viral or bacterial,838,+,--
OJHK01024280.1,Uncertain - viral or bacterial,754,+,--
OJHK01024550.1,Uncertain - viral or bacterial,748,+,--
OJHK01025105.1,Uncertain - viral or bacterial,736,+,--
OJHK01025258.1,Uncertain - viral or bacterial,733,+,--
OJHK01026973.1,Uncertain - viral or bacterial,700,+,--
OJHK01027470.1,Uncertain - viral or bacterial,691,+,--
OJHK01027795.1,Uncertain - viral or bacterial,685,+,--
OJHK01028651.1,Uncertain - viral or bacterial,670,+,--
OJHK01028796.1,Uncertain - viral or bacterial,667,+,--
OJHK01028968.1,Uncertain - viral or bacterial,664,+,--
OJHK01028970.1,Uncertain - viral or bacterial,664,+,--
OJHK01029161.1,Uncertain - viral or bacterial,661,+,--
OJHK01029510.1,Uncertain - viral or bacterial,655,+,--
OJHK01030150.1,Uncertain - viral or bacterial,645,+,--
OJHK01030301.1,Uncertain - plasmid or chromosomal,643,+,0.29,Glyco_trans_4_4 Glyco_trans_4_4
OJHK01032173.1,Uncertain - viral or bacterial,616,+,--
OJHK01033085.1,Uncertain - viral or bacterial,604,+,--
OJHK01034836.1,Uncertain - viral or bacterial,582,+,--
OJHK01035518.1,Uncertain - viral or bacterial,574,+,--
OJHK01036007.1,Uncertain - viral or bacterial,568,+,--
OJHK01036337.1,Uncertain - viral or bacterial,565,+,--
OJHK01036996.1,Uncertain - viral or bacterial,556,+,--
OJHK01037158.1,Uncertain - viral or bacterial,553,+,--
OJHK01037777.1,Uncertain - viral or bacterial,541,+,--
OJHK01039117.1,Uncertain - viral or bacterial,517,+,--
OJHK01039156.1,Uncertain - viral or bacterial,517,+,--
OJHK01039299.1,Uncertain - viral or bacterial,514,+,--
OJHK01039881.1,Uncertain - viral or bacterial,505,+,--
OJHK01040086.1,Uncertain - viral or bacterial,502,+,--
OJHK01040104.1,Uncertain - viral or bacterial,502,+,--
