OJFC01000004.1,Virus,40598,+,79.38,RNA_pol RPOL_N Phage_integrase HTH_27 Phage_T7_tail GP38 DNA_pol_A FA_desaturase FA_desaturase Head-tail_con PRA-PH Ribonuc_red_lgC Ribonuc_red_sm Thy1 Dam 5_3_exonuc_N HTH_39 Toprim_2 DnaB_C Amidase_2 Phage_endo_I P22_CoatProtein Phage_T7_Capsid Tube
OJFC01004816.1,Uncertain - viral or bacterial,1792,+,--
OJFC01005213.1,Uncertain - viral or bacterial,1705,+,--
OJFC01006116.1,Plasmid,1536,+,3.62,Polysacc_lyase Polysacc_lyase
OJFC01006304.1,Uncertain - viral or bacterial,1510,+,--
OJFC01007028.1,Uncertain - viral or bacterial,1408,+,--
OJFC01008028.1,Uncertain - viral or bacterial,1300,+,--
OJFC01008210.1,Uncertain - plasmid or chromosomal,1282,+,-0.24,EamA
OJFC01008593.1,Uncertain - viral or bacterial,1249,+,--
OJFC01010506.1,Uncertain - viral or bacterial,1102,+,--
OJFC01010572.1,Uncertain - viral or bacterial,1099,+,--
OJFC01011442.1,Uncertain - viral or bacterial,1048,+,--
OJFC01012984.1,Uncertain - viral or bacterial,973,+,--
OJFC01013056.1,Uncertain - viral or bacterial,970,+,--
OJFC01013172.1,Uncertain - viral or bacterial,965,+,--
OJFC01013190.1,Uncertain - viral or bacterial,964,+,--
OJFC01013752.1,Uncertain - viral or bacterial,940,+,--
OJFC01014439.1,Uncertain - viral or bacterial,913,+,--
OJFC01014587.1,Uncertain - viral or bacterial,907,+,--
OJFC01015509.1,Uncertain - viral or bacterial,874,+,--
OJFC01015664.1,Uncertain - viral or bacterial,869,+,-1.67,OMP_b-brl OMP_b-brl
OJFC01016636.1,Uncertain - viral or bacterial,839,+,--
OJFC01017604.1,Uncertain - viral or bacterial,811,+,--
OJFC01017607.1,Uncertain - viral or bacterial,811,+,--
OJFC01019456.1,Uncertain - viral or bacterial,762,+,--
OJFC01020130.1,Uncertain - viral or bacterial,745,+,--
OJFC01020274.1,Uncertain - viral or bacterial,742,+,--
OJFC01020815.1,Uncertain - viral or bacterial,730,+,--
OJFC01020819.1,Uncertain - viral or bacterial,730,+,--
OJFC01021223.1,Uncertain - viral or bacterial,721,+,--
OJFC01023566.1,Uncertain - plasmid or chromosomal,677,+,-1.44,TPMT
OJFC01024501.1,Uncertain - viral or bacterial,661,+,--
OJFC01024507.1,Uncertain - viral or bacterial,661,+,--
OJFC01024916.1,Uncertain - viral or bacterial,655,+,--
OJFC01025844.1,Uncertain - viral or bacterial,641,+,--
OJFC01026123.1,Uncertain - viral or bacterial,638,+,--
OJFC01027246.1,Uncertain - viral or bacterial,622,+,--
OJFC01027488.1,Uncertain - viral or bacterial,619,+,--
OJFC01027537.1,Uncertain - viral or bacterial,618,+,--
OJFC01027680.1,Uncertain - viral or bacterial,616,+,--
OJFC01027699.1,Uncertain - viral or bacterial,616,+,--
OJFC01028345.1,Uncertain - viral or bacterial,607,+,--
OJFC01029340.1,Uncertain - viral or bacterial,595,+,--
OJFC01029345.1,Uncertain - viral or bacterial,595,+,--
OJFC01030638.1,Uncertain - viral or bacterial,580,+,--
OJFC01031424.1,Uncertain - viral or bacterial,571,+,--
OJFC01031447.1,Uncertain - viral or bacterial,571,+,--
OJFC01032000.1,Uncertain - viral or bacterial,565,+,--
OJFC01033478.1,Uncertain - viral or bacterial,547,+,--
OJFC01033489.1,Uncertain - viral or bacterial,547,+,--
OJFC01033953.1,Uncertain - viral or bacterial,541,+,--
OJFC01033954.1,Uncertain - viral or bacterial,541,+,--
OJFC01034079.1,Uncertain - viral or bacterial,540,+,--
OJFC01035030.1,Uncertain - viral or bacterial,529,+,--
OJFC01036151.1,Uncertain - viral or bacterial,517,+,--
OJFC01036367.1,Uncertain - viral or bacterial,514,+,--
OJFC01036658.1,Uncertain - viral or bacterial,511,+,--
OJFC01036955.1,Uncertain - viral or bacterial,508,+,--
OJFC01037542.1,Uncertain - viral or bacterial,502,+,--
