OJFU01001395.1,Virus,5763,+,7.89,Phage_CRI Phage_X HTH_3 Zot Phage_DNA_bind
OJFU01003171.1,Uncertain - viral or bacterial,2959,+,--
OJFU01004337.1,Uncertain - viral or bacterial,2251,+,0.61,RepL
OJFU01006557.1,Uncertain - viral or bacterial,1624,+,0.98,Rep_trans
OJFU01011497.1,Uncertain - viral or bacterial,1048,+,--
OJFU01014265.1,Uncertain - viral or bacterial,892,+,--
OJFU01014661.1,Uncertain - viral or bacterial,874,+,--
OJFU01020935.1,Uncertain - viral or bacterial,670,+,--
OJFU01022305.1,Uncertain - viral or bacterial,641,+,--
OJFU01023094.1,Uncertain - viral or bacterial,624,+,--
OJFU01027246.1,Uncertain - viral or bacterial,550,+,--
OJFU01027741.1,Uncertain - viral or bacterial,541,+,--
